strategy,signal_day,signal_timestamp,side,liquidity,requested_qty,reference_price,reason,regime,anchor_price,order_price,day,timestamp,qty,fill_price_gross,fill_price_net,fill_price,visible_depth_used,visible_depth_available,slippage_ticks,book_state_at_fill,best_bid_at_fill,best_ask_at_fill,clean_mid_at_fill,fill_source,forced_flat,profile,inventory_after,cash_gross_after,cash_net_after,edge_ticks,fwd_mid_move_1,fwd_mid_move_5,fwd_mid_move_10,signed_mid_move_1,signed_mid_move_5,signed_mid_move_10
ASH_COATED_OSMIUM_RegimeMM,-2,24800,buy,passive,5.0,10007.1,normal_passive_buy,normal,10005.5,10002.0,-2,24900,3.0,10006.0,10006.0,10006.0,3.0,4.0,0.0,both_sides,10006.0,10013.0,10009.5,move_through,False,loose,-5.0,50099.75,50099.75,1.1000000000003638,-4.5,-5.5,-4.5,-4.5,-5.5,-4.5
ASH_COATED_OSMIUM_RegimeMM,-2,30600,sell,passive,5.0,10004.0,normal_passive_sell,normal,10003.0,10009.0,-2,30700,3.25,10012.0,10012.0,10012.0,3.25,11.0,0.0,both_sides,9996.0,10012.0,10004.0,trade_touch,False,loose,-8.25,82638.75,82638.75,8.0,-1.0,0.0,-1.0,1.0,-0.0,1.0
ASH_COATED_OSMIUM_RegimeMM,-2,32000,buy,passive,5.0,10004.65,normal_passive_buy,normal,10003.0,9999.0,-2,32100,5.0,10005.0,10005.0,10005.0,5.0,10.0,0.0,both_sides,10005.0,10011.0,10008.0,move_through,False,loose,-3.25,32613.75,32613.75,-0.3500000000003638,-4.0,-2.5,-2.5,-4.0,-2.5,-2.5
ASH_COATED_OSMIUM_RegimeMM,-2,32300,buy,passive,5.0,10003.65,normal_passive_buy,normal,10003.0,9998.0,-2,32400,5.0,10005.0,10005.0,10005.0,5.0,10.0,0.0,both_sides,10005.0,10012.0,10008.5,trade_and_move,False,loose,1.75,-17411.25,-17411.25,-1.3500000000003638,-4.5,-4.0,-0.5,-4.5,-4.0,-0.5
ASH_COATED_OSMIUM_RegimeMM,-2,32900,sell,passive,5.0,10003.15,normal_passive_sell,normal,10003.5,10009.0,-2,33000,5.0,10013.0,10013.0,10013.0,5.0,13.0,0.0,both_sides,9997.0,10013.0,10005.0,trade_touch,False,loose,-3.25,32653.75,32653.75,9.850000000000364,0.5,-1.5,-1.0,-0.5,1.5,1.0
ASH_COATED_OSMIUM_RegimeMM,-2,35900,buy,passive,5.0,10005.15,normal_passive_buy,normal,10005.0,10000.0,-2,36000,5.0,10006.0,10006.0,10006.0,5.0,10.0,0.0,both_sides,10006.0,10013.0,10009.5,move_through,False,loose,1.75,-17376.25,-17376.25,-0.8500000000003638,-4.5,-6.0,-5.5,-4.5,-6.0,-5.5
ASH_COATED_OSMIUM_RegimeMM,-2,36500,buy,passive,5.0,10004.983333333334,normal_passive_buy,normal,10005.0,9999.0,-2,36600,2.25,9997.0,9997.0,9997.0,2.25,15.0,0.0,both_sides,9997.0,10015.0,10006.0,trade_touch,False,loose,4.0,-39869.5,-39869.5,7.983333333333576,-2.0,-3.0,-1.0,-2.0,-3.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,36600,sell,passive,5.0,10004.405479452056,normal_passive_sell,normal,10005.0,10010.0,-2,36700,5.0,10012.0,10012.0,10012.0,5.0,14.0,0.0,both_sides,9996.0,10012.0,10004.0,trade_touch,False,loose,-1.0,10190.5,10190.5,7.59452054794383,-1.0,0.0,1.0,1.0,-0.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,40900,sell,passive,5.0,10004.749019607843,normal_passive_sell,normal,10005.0,10010.0,-2,41000,4.5,10002.0,10002.0,10002.0,4.5,6.0,0.0,both_sides,9997.0,10002.0,9999.5,move_through,False,loose,-5.5,55199.5,55199.5,-2.7490196078433655,7.5,4.5,1.5,-7.5,-4.5,-1.5
ASH_COATED_OSMIUM_RegimeMM,-2,41000,buy,passive,2.5,10005.775,defensive_passive_buy,defensive,10004.75,9998.0,-2,41100,2.5,10002.0,10002.0,10002.0,2.5,4.0,0.0,both_sides,10002.0,10012.0,10007.0,move_through,False,loose,-3.0,30194.5,30194.5,3.774999999999636,-8.0,-3.0,1.5,-8.0,-3.0,1.5
ASH_COATED_OSMIUM_RegimeMM,-2,41900,sell,passive,5.0,10004.08275862069,normal_passive_sell,normal,10004.0,10010.0,-2,42000,5.0,10006.0,10006.0,10006.0,5.0,4.0,0.0,both_sides,9996.0,10006.0,10001.0,trade_and_move,False,loose,-8.0,80224.5,80224.5,1.9172413793094165,7.5,-1.0,2.0,-7.5,1.0,-2.0
ASH_COATED_OSMIUM_RegimeMM,-2,43500,sell,passive,5.0,10005.6,normal_passive_sell,normal,10004.0,10011.0,-2,43600,5.0,10001.0,10001.0,10001.0,5.0,8.0,0.0,both_sides,9993.0,10001.0,9997.0,move_through,False,loose,-13.0,130229.5,130229.5,-4.600000000000364,6.0,7.0,6.0,-6.0,-7.0,-6.0
ASH_COATED_OSMIUM_RegimeMM,-2,46000,buy,passive,5.0,10005.823880597016,normal_passive_buy,normal,10003.0,10000.0,-2,46100,5.0,10005.0,10005.0,10005.0,5.0,10.0,0.0,both_sides,10005.0,10014.0,10009.5,move_through,False,loose,-8.0,80204.5,80204.5,0.8238805970158865,-4.5,-4.5,-5.5,-4.5,-4.5,-5.5
ASH_COATED_OSMIUM_RegimeMM,-2,47900,sell,passive,5.0,10005.6,normal_passive_sell,normal,10004.0,10011.0,-2,48000,5.0,10014.0,10014.0,10014.0,5.0,13.0,0.0,both_sides,9998.0,10014.0,10006.0,trade_touch,False,loose,-13.0,130274.5,130274.5,8.399999999999636,-1.0,0.0,0.0,1.0,-0.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,52800,buy,passive,5.0,10009.914814814816,normal_passive_buy,normal,10007.5,10004.0,-2,52900,5.0,10009.0,10009.0,10009.0,5.0,9.0,0.0,both_sides,10009.0,10015.0,10012.0,move_through,False,loose,-8.0,80229.5,80229.5,0.9148148148160544,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
ASH_COATED_OSMIUM_RegimeMM,-2,57500,buy,passive,5.0,10007.82033898305,normal_passive_buy,normal,10006.0,10002.0,-2,57600,2.75,9998.0,9998.0,9998.0,2.75,13.0,0.0,both_sides,9998.0,10014.0,10006.0,trade_touch,False,loose,-5.25,52735.0,52735.0,9.820338983050533,0.0,-2.0,-0.5,0.0,-2.0,-0.5
ASH_COATED_OSMIUM_RegimeMM,-2,63400,sell,passive,5.0,10003.272222222222,normal_passive_sell,normal,10002.0,10009.0,-2,63500,3.0,10003.0,10003.0,10003.0,3.0,4.0,0.0,both_sides,9991.0,10003.0,9997.0,move_through,False,loose,-8.25,82744.0,82744.0,-0.27222222222189885,6.5,4.0,5.0,-6.5,-4.0,-5.0
ASH_COATED_OSMIUM_RegimeMM,-2,67200,buy,passive,5.0,10000.139361702128,normal_passive_buy,normal,9998.0,9995.0,-2,67300,5.0,9989.0,9989.0,9989.0,5.0,10.0,0.0,both_sides,9989.0,10005.0,9997.0,trade_touch,False,loose,-3.25,32799.0,32799.0,11.139361702127644,0.0,0.0,-1.0,0.0,0.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,69300,buy,passive,5.0,9998.123684210526,normal_passive_buy,normal,9997.0,9993.0,-2,69400,1.25,9987.0,9987.0,9987.0,1.25,15.0,0.0,both_sides,9987.0,10003.0,9995.0,trade_touch,False,loose,-2.0,20315.25,20315.25,11.123684210526335,0.0,1.0,1.0,0.0,1.0,1.0
ASH_COATED_OSMIUM_RegimeMM,-2,72600,buy,passive,5.0,9997.4,normal_passive_buy,normal,9997.0,9992.0,-2,72700,5.0,10000.0,10000.0,10000.0,5.0,9.0,0.0,both_sides,10000.0,10007.0,10003.5,move_through,False,loose,3.0,-29684.75,-29684.75,-2.600000000000364,-8.5,-3.0,-5.5,-8.5,-3.0,-5.5
ASH_COATED_OSMIUM_RegimeMM,-2,73300,buy,passive,5.0,9996.823076923076,normal_passive_buy,normal,9998.0,9991.0,-2,73400,5.0,10000.0,10000.0,10000.0,5.0,7.0,0.0,bid_only,10000.0,,9999.0,move_through,False,loose,8.0,-79684.75,-79684.75,-3.1769230769241403,0.5,0.0,0.0,0.5,0.0,0.0
ASH_COATED_OSMIUM_RegimeMM,-2,73800,buy,passive,5.0,9996.4,normal_passive_buy,normal,9998.0,9991.0,-2,73900,3.75,9991.0,9991.0,9991.0,3.75,13.0,0.0,both_sides,9991.0,10007.0,9999.0,trade_touch,False,loose,11.75,-117151.0,-117151.0,5.399999999999636,1.0,0.0,-1.0,1.0,0.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,74400,sell,passive,5.0,9995.25,normal_passive_sell,normal,9998.0,10001.0,-2,74500,5.0,10007.0,10007.0,10007.0,5.0,15.0,0.0,both_sides,9991.0,10007.0,9999.0,trade_touch,False,loose,6.75,-67116.0,-67116.0,11.75,-4.0,1.5,1.0,4.0,-1.5,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,75900,sell,passive,5.0,9997.65,normal_passive_sell,normal,9999.0,10003.0,-2,76000,3.25,10008.0,10008.0,10008.0,3.25,15.0,0.0,ask_only,,10008.0,9999.0,trade_touch,False,loose,3.5,-34590.0,-34590.0,10.350000000000364,1.0,0.5,3.0,-1.0,-0.5,-3.0
ASH_COATED_OSMIUM_RegimeMM,-2,76500,buy,passive,5.0,9998.12191780822,normal_passive_buy,normal,9999.0,9993.0,-2,76600,5.0,10003.0,10003.0,10003.0,5.0,8.0,0.0,both_sides,10003.0,10009.0,10006.0,move_through,False,loose,8.5,-84605.0,-84605.0,-4.878082191780777,-5.0,-4.0,-6.0,-5.0,-4.0,-6.0
ASH_COATED_OSMIUM_RegimeMM,-2,77400,buy,passive,5.0,9997.88076923077,normal_passive_buy,normal,9999.75,9992.0,-2,77500,5.0,10003.0,10003.0,10003.0,5.0,9.0,0.0,both_sides,10003.0,10010.0,10006.5,move_through,False,loose,13.5,-134620.0,-134620.0,-5.119230769230853,-6.5,-3.0,-9.5,-6.5,-3.0,-9.5
ASH_COATED_OSMIUM_RegimeMM,-2,78400,sell,passive,5.0,9998.3,normal_passive_sell,normal,10001.0,10004.0,-2,78500,4.5,10000.0,10000.0,10000.0,4.5,6.0,0.0,both_sides,9994.0,10000.0,9997.0,move_through,False,loose,9.0,-89620.0,-89620.0,1.7000000000007276,4.0,5.0,3.0,-4.0,-5.0,-3.0
ASH_COATED_OSMIUM_RegimeMM,-2,79500,sell,passive,5.0,10000.2,normal_passive_sell,normal,10002.0,10006.0,-2,79600,3.25,10008.0,10008.0,10008.0,3.25,11.0,0.0,both_sides,9992.0,10008.0,10000.0,trade_touch,False,loose,5.75,-57094.0,-57094.0,7.799999999999272,0.0,0.0,0.0,-0.0,-0.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,79800,buy,passive,5.0,10000.85,normal_passive_buy,normal,10002.0,9995.0,-2,79900,5.0,10001.0,10001.0,10001.0,5.0,8.0,0.0,both_sides,10001.0,10008.0,10004.5,move_through,False,loose,10.75,-107099.0,-107099.0,-0.1499999999996362,-4.5,-5.5,-5.5,-4.5,-5.5,-5.5
ASH_COATED_OSMIUM_RegimeMM,-2,81100,buy,passive,5.0,9998.5,normal_passive_buy,normal,10000.25,9993.0,-2,81200,3.25,9991.0,9991.0,9991.0,3.25,11.0,0.0,both_sides,9991.0,10007.0,9999.0,trade_touch,False,loose,14.0,-139569.75,-139569.75,7.5,0.0,1.0,0.0,0.0,1.0,0.0
ASH_COATED_OSMIUM_RegimeMM,-2,86000,sell,passive,5.0,9995.825,normal_passive_sell,normal,9999.0,10001.0,-2,86100,2.25,10007.0,10007.0,10007.0,2.25,15.0,0.0,both_sides,9991.0,10007.0,9999.0,trade_touch,False,loose,11.75,-117054.0,-117054.0,11.174999999999272,1.5,0.0,0.0,-1.5,-0.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,86100,buy,passive,5.0,9996.25,normal_passive_buy,normal,9999.0,9991.0,-2,86200,0.5,9991.0,9991.0,9991.0,0.5,14.0,0.0,both_sides,9991.0,10010.0,10000.5,trade_touch,False,loose,12.25,-122049.5,-122049.5,5.25,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5
ASH_COATED_OSMIUM_RegimeMM,-2,86400,sell,passive,5.0,9996.55,normal_passive_sell,normal,9999.0,10002.0,-2,86500,4.5,9997.0,9997.0,9997.0,4.5,6.0,0.0,both_sides,9991.0,9997.0,9994.0,move_through,False,loose,7.75,-77063.0,-77063.0,0.4500000000007276,5.0,5.0,3.5,-5.0,-5.0,-3.5
ASH_COATED_OSMIUM_RegimeMM,-2,86800,buy,passive,5.0,9997.45,normal_passive_buy,normal,9999.0,9992.0,-2,86900,3.75,10001.0,10001.0,10001.0,3.75,5.0,0.0,both_sides,10001.0,10010.0,10005.5,move_through,False,loose,11.5,-114566.75,-114566.75,-3.5499999999992724,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5
ASH_COATED_OSMIUM_RegimeMM,-2,91600,sell,passive,5.0,9993.15283018868,normal_passive_sell,normal,9996.0,9999.0,-2,91700,5.0,9992.0,9992.0,9992.0,5.0,9.0,0.0,both_sides,9986.0,9992.0,9989.0,move_through,False,loose,6.5,-64606.75,-64606.75,-1.1528301886792178,5.0,6.5,6.0,-5.0,-6.5,-6.0
ASH_COATED_OSMIUM_RegimeMM,-2,93900,sell,passive,5.0,9993.95,normal_passive_sell,normal,9995.25,9999.0,-2,94000,4.75,10004.0,10004.0,10004.0,4.75,13.0,0.0,both_sides,9988.0,10004.0,9996.0,trade_touch,False,loose,1.75,-17087.75,-17087.75,10.049999999999272,0.0,-1.0,0.0,-0.0,1.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,95800,sell,passive,5.0,9996.140196078431,normal_passive_sell,normal,9996.0,10002.0,-2,95900,3.75,9999.0,9999.0,9999.0,3.75,5.0,0.0,both_sides,9989.0,9999.0,9994.0,move_through,False,loose,-2.0,20408.5,20408.5,2.8598039215685276,6.5,3.0,2.0,-6.5,-3.0,-2.0
ASH_COATED_OSMIUM_RegimeMM,-2,96200,sell,passive,5.0,9996.951020408163,normal_passive_sell,normal,9996.0,10002.0,-2,96300,5.0,10006.0,10006.0,10006.0,5.0,10.0,0.0,both_sides,9990.0,10006.0,9998.0,trade_touch,False,loose,-7.0,70438.5,70438.5,9.048979591836542,-1.0,-1.0,-1.0,1.0,1.0,1.0
ASH_COATED_OSMIUM_RegimeMM,-2,97500,sell,passive,5.0,9998.4,normal_passive_sell,normal,9997.0,10004.0,-2,97600,2.25,9999.0,9999.0,9999.0,2.25,3.0,0.0,both_sides,9987.0,9999.0,9993.0,trade_touch,False,loose,-9.25,92936.25,92936.25,0.6000000000003638,5.5,3.0,4.0,-5.5,-3.0,-4.0
ASH_COATED_OSMIUM_RegimeMM,-2,98100,buy,passive,5.0,9998.637878787878,normal_passive_buy,normal,9997.0,9993.0,-2,98200,0.5,9990.0,9990.0,9990.0,0.5,10.0,0.0,both_sides,9990.0,10006.0,9998.0,trade_touch,False,loose,-8.75,87941.25,87941.25,8.637878787878435,0.0,-1.0,-2.0,0.0,-1.0,-2.0
ASH_COATED_OSMIUM_RegimeMM,-2,100000,buy,passive,5.0,9997.73275862069,normal_passive_buy,normal,9996.5,9992.0,-2,100100,2.25,9993.0,9993.0,9993.0,2.25,3.0,0.0,both_sides,9993.0,10003.0,9998.0,trade_touch,False,loose,-6.5,65457.0,65457.0,4.73275862069022,-3.0,-1.5,-4.0,-3.0,-1.5,-4.0
ASH_COATED_OSMIUM_RegimeMM,-2,100300,sell,passive,5.0,9996.748979591835,normal_passive_sell,normal,9996.0,10002.0,-2,100400,3.0,9992.0,9992.0,9992.0,3.0,4.0,0.0,both_sides,9986.0,9992.0,9989.0,move_through,False,loose,-9.5,95433.0,95433.0,-4.74897959183545,5.5,5.0,9.5,-5.5,-5.0,-9.5
ASH_COATED_OSMIUM_RegimeMM,-2,101300,buy,passive,5.0,9997.094029850747,normal_passive_buy,normal,9995.0,9992.0,-2,101400,5.0,9995.0,9995.0,9995.0,5.0,10.0,0.0,both_sides,9995.0,10002.0,9998.5,move_through,False,loose,-4.5,45458.0,45458.0,2.094029850746665,-5.5,-4.5,-3.0,-5.5,-4.5,-3.0
ASH_COATED_OSMIUM_RegimeMM,-2,101600,sell,passive,5.0,9995.738709677418,normal_passive_sell,normal,9995.0,10001.0,-2,101700,2.0,10001.0,10001.0,10001.0,2.0,12.0,0.0,both_sides,9985.0,10001.0,9993.0,trade_touch,False,loose,-6.5,65460.0,65460.0,5.261290322581772,1.0,5.0,4.5,-1.0,-5.0,-4.5
ASH_COATED_OSMIUM_RegimeMM,-2,103600,buy,passive,5.0,9995.3,normal_passive_buy,normal,9994.0,9990.0,-2,103700,5.0,9997.0,9997.0,9997.0,5.0,10.0,0.0,both_sides,9997.0,10004.0,10000.5,move_through,False,loose,-1.5,15475.0,15475.0,-1.7000000000007276,-4.5,-4.5,-3.5,-4.5,-4.5,-3.5
ASH_COATED_OSMIUM_RegimeMM,-2,103800,sell,passive,5.0,9993.752830188678,normal_passive_sell,normal,9994.0,9999.0,-2,103900,0.75,10004.0,10004.0,10004.0,0.75,13.0,0.0,both_sides,9988.0,10004.0,9996.0,trade_touch,False,loose,-2.25,22978.0,22978.0,10.247169811322237,0.0,0.0,1.0,-0.0,-0.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,105700,buy,passive,5.0,9997.050000000001,normal_passive_buy,normal,9996.0,9992.0,-2,105800,5.0,9999.0,9999.0,9999.0,5.0,7.0,0.0,both_sides,9999.0,10006.0,10002.5,move_through,False,loose,2.75,-27017.0,-27017.0,-1.9499999999989086,-5.5,-4.0,-3.5,-5.5,-4.0,-3.5
ASH_COATED_OSMIUM_RegimeMM,-2,105900,buy,passive,5.0,9995.95,normal_passive_buy,normal,9996.0,9990.0,-2,106000,0.5,9989.0,9989.0,9989.0,0.5,14.0,0.0,both_sides,9989.0,10008.0,9998.5,trade_touch,False,loose,3.25,-32011.5,-32011.5,6.950000000000728,-2.0,-0.5,-6.0,-2.0,-0.5,-6.0
ASH_COATED_OSMIUM_RegimeMM,-2,108700,buy,passive,5.0,9997.1625,normal_passive_buy,normal,9998.0,9992.0,-2,108800,5.0,9990.0,9990.0,9990.0,5.0,13.0,0.0,both_sides,9990.0,10000.0,9995.0,trade_touch,False,loose,8.25,-81961.5,-81961.5,7.162500000000364,4.5,4.0,5.5,4.5,4.0,5.5
ASH_COATED_OSMIUM_RegimeMM,-2,112400,sell,passive,5.0,9998.35,normal_passive_sell,normal,10000.0,10004.0,-2,112500,3.75,10000.0,10000.0,10000.0,3.75,5.0,0.0,both_sides,9994.0,10000.0,9997.0,move_through,False,loose,4.5,-44461.5,-44461.5,1.6499999999996362,5.0,8.5,5.0,-5.0,-8.5,-5.0
ASH_COATED_OSMIUM_RegimeMM,-2,114000,sell,passive,2.5,10001.367605633803,defensive_passive_sell,defensive,10002.0,10009.0,-2,114100,2.5,10011.0,10011.0,10011.0,2.5,13.0,0.0,both_sides,9995.0,10011.0,10003.0,trade_touch,False,loose,2.0,-19434.0,-19434.0,9.632394366197332,0.0,-0.5,-0.5,-0.0,0.5,0.5
ASH_COATED_OSMIUM_RegimeMM,-2,118800,buy,passive,5.0,10000.435820895524,normal_passive_buy,normal,10001.0,9995.0,-2,118900,0.25,9993.0,9993.0,9993.0,0.25,11.0,0.0,both_sides,9993.0,10009.0,10001.0,trade_touch,False,loose,2.25,-21932.25,-21932.25,7.435820895523648,1.0,0.0,-2.5,1.0,0.0,-2.5
ASH_COATED_OSMIUM_RegimeMM,-2,119000,sell,passive,5.0,10000.55,normal_passive_sell,normal,10001.0,10006.0,-2,119100,0.75,10010.0,10010.0,10010.0,0.75,13.0,0.0,both_sides,9994.0,10010.0,10002.0,trade_touch,False,loose,1.5,-14424.75,-14424.75,9.450000000000728,1.0,0.0,0.0,-1.0,-0.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,120800,sell,passive,5.0,10001.7,normal_passive_sell,normal,10002.0,10007.0,-2,120900,2.5,10010.0,10010.0,10010.0,2.5,14.0,0.0,both_sides,9994.0,10010.0,10002.0,trade_touch,False,loose,-1.0,10600.25,10600.25,8.299999999999272,1.0,0.0,0.0,-1.0,-0.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,125100,sell,passive,5.0,10000.800000000001,normal_passive_sell,normal,10000.0,10006.0,-2,125200,0.5,10007.0,10007.0,10007.0,0.5,10.0,0.0,both_sides,9991.0,10007.0,9999.0,trade_touch,False,loose,-1.5,15603.75,15603.75,6.199999999998909,0.0,-1.0,-2.0,-0.0,1.0,2.0
ASH_COATED_OSMIUM_RegimeMM,-2,125300,buy,passive,5.0,9998.998979591835,normal_passive_buy,normal,9999.25,9993.0,-2,125400,0.25,9990.0,9990.0,9990.0,0.25,11.0,0.0,both_sides,9990.0,10006.0,9998.0,trade_touch,False,loose,-1.25,13106.25,13106.25,8.99897959183545,0.0,0.0,0.0,0.0,0.0,0.0
ASH_COATED_OSMIUM_RegimeMM,-2,131500,buy,passive,5.0,9996.771739130434,normal_passive_buy,normal,9997.0,9991.0,-2,131600,2.25,9995.0,9995.0,9995.0,2.25,3.0,0.0,both_sides,9995.0,10006.0,10000.5,move_through,False,loose,1.0,-9382.5,-9382.5,1.7717391304340708,-6.0,-0.5,-1.5,-6.0,-0.5,-1.5
ASH_COATED_OSMIUM_RegimeMM,-2,133000,buy,passive,5.0,9997.8,normal_passive_buy,normal,9998.0,9992.0,-2,133100,4.25,9991.0,9991.0,9991.0,4.25,15.0,0.0,both_sides,9991.0,10009.0,10000.0,trade_touch,False,loose,5.25,-51844.25,-51844.25,6.799999999999272,0.0,-1.0,-1.0,0.0,-1.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,137400,buy,passive,5.0,9999.204237288137,normal_passive_buy,normal,10000.0,9994.0,-2,137500,2.0,9992.0,9992.0,9992.0,2.0,12.0,0.0,both_sides,9992.0,10008.0,10000.0,trade_touch,False,loose,7.25,-71828.25,-71828.25,7.204237288136937,0.0,0.0,-1.0,0.0,0.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,137700,buy,passive,5.0,9998.55,normal_passive_buy,normal,10000.0,9993.0,-2,137800,3.75,10002.0,10002.0,10002.0,3.75,5.0,0.0,both_sides,10002.0,10008.0,10005.0,move_through,False,loose,11.0,-109335.75,-109335.75,-3.4500000000007276,-5.0,-5.0,-6.0,-5.0,-5.0,-6.0
ASH_COATED_OSMIUM_RegimeMM,-2,138900,buy,passive,5.0,9998.063157894736,normal_passive_buy,normal,10000.0,9993.0,-2,139000,1.0,9988.0,9988.0,9988.0,1.0,20.0,0.0,both_sides,9988.0,10009.0,9998.5,trade_touch,False,loose,12.0,-119323.75,-119323.75,10.063157894735923,0.5,0.5,1.5,0.5,0.5,1.5
ASH_COATED_OSMIUM_RegimeMM,-2,139500,sell,passive,5.0,9997.6,normal_passive_sell,normal,10000.0,10003.0,-2,139600,4.5,9997.0,9997.0,9997.0,4.5,6.0,0.0,both_sides,9991.0,9997.0,9994.0,move_through,False,loose,7.5,-74337.25,-74337.25,-0.6000000000003638,8.0,6.0,5.5,-8.0,-6.0,-5.5
ASH_COATED_OSMIUM_RegimeMM,-2,140800,sell,passive,5.0,9998.5,normal_passive_sell,normal,10000.0,10004.0,-2,140900,5.0,9999.0,9999.0,9999.0,5.0,10.0,0.0,both_sides,9993.0,9999.0,9996.0,move_through,False,loose,2.5,-24342.25,-24342.25,0.5,8.0,5.0,6.0,-8.0,-5.0,-6.0
